,word1,word2,similarity
3241,recruit,stretch,1.33
3242,recall,wake,2.32
3243,admit,chew,0.66
3244,notify,pluck,1
3245,compete,triumph,2.32
3246,bend,decide,0.33
3247,erode,doubt,0.83
3248,blur,rush,2.49
3249,survive,flush,0
3250,dissolve,adore,0
3251,attend,lift,0.5
3252,realize,inquire,1.99
3253,hope,drive,1.16
3254,travel,determine,0.5
3255,angle,toss,1.66
3256,wait,disprove,0.66
3257,dip,want,0.17
3258,hop,knit,1.33
3259,integrate,gather,3.65
3260,reserve,reel,1
3261,gain,croak,1
3262,lower,walk,0.83
3263,walk,refuse,0.83
3264,dip,teach,0.17
3265,humiliate,comfort,0
3266,hesitate,announce,0.5
3267,pour,awake,0.33
3268,hug,discuss,0.17
3269,kill,splash,0.66
3270,perspire,enter,0.33
3271,drown,survive,0.83
3272,kneel,flow,0.66
3273,sprinkle,obtain,0.17
3274,swear,foil,0.5
3275,allow,blend,1.49
3276,grill,leap,0.5
3277,create,dive,0
3278,damn,imitate,0.83
3279,attempt,yawn,0.33
3280,understand,burst,1.83
3281,break,reply,0.83
3282,look,heal,0.5
3283,sing,float,0.66
3284,shove,scribble,0.66
3285,suppose,degrade,0.66
3286,correct,acknowledge,2.82
3287,determine,deny,0.66
3288,forbid,drown,0.17
3289,flee,aim,0.33
3290,discover,pay,0.5
3291,shake,collect,0.3
3292,salute,perform,1.66
3293,bound,pick,1
3294,vomit,discover,0
3295,worry,integrate,1.16
3296,save,imitate,1.33
3297,launch,deposit,2.49
3298,bake,produce,5.48
3299,release,triumph,1.99
3300,enjoy,wait,0.5
3301,regret,fold,0.33
3302,integrate,drown,0.33
3303,disallow,bend,0.83
3304,shove,leap,1.06
3305,lounge,reprimand,0.83
3306,finish,bless,1.83
3307,examine,reject,0.83
3308,please,know,1.83
3309,deteriorate,delay,0.66
3310,stay,flee,1.16
3311,complain,disown,0.66
3312,judge,comprehend,2.49
3313,portray,reap,0.17
3314,separate,snatch,1.66
3315,flow,explain,2.16
3316,engage,supply,0.66
3317,cruise,overflow,1.49
3318,shut,vomit,0
3319,promise,choose,1.49
3320,scratch,repair,0.5
3321,yearn,hike,0.66
3322,hurt,salute,0
3323,blame,travel,0
3324,comprehend,remain,0.17
3325,despise,taste,0.5
3326,live,lend,0.83
3327,freeze,embarrass,0.5
3328,snooze,happen,0
3329,slip,kiss,1.33
3330,snuggle,knock,0.83
3331,dislike,intoxicate,1.51
3332,reap,recycle,0.91
3333,stare,bother,1.99
3334,repeat,slap,0.33
3335,scribble,prick,0.5
3336,belong,intoxicate,0.33
3337,discourage,overflow,0.33
3338,haul,stab,0.33
3339,separate,teach,0.83
3340,snatch,stop,0.5
3341,inquire,renounce,1.16
3342,agree,overflow,0.66
3343,ride,smash,0.17
3344,repress,search,0.83
3345,mistreat,hold,1.16
3346,connect,talk,3.65
3347,purchase,wait,0.83
3348,push,adjourn,1.33
3349,sew,crave,0.5
3350,develop,sue,1.33
3351,speak,tote,0.33
3352,supply,hold,2.16
3353,hesitate,rebel,0.83
3354,overwhelm,restore,0.33
3355,mistreat,scramble,1.99
3356,practice,debate,1.49
3357,look,assault,0.66
3358,doze,throw,0.15
3359,mean,join,1
3360,grasp,spray,1
3361,weep,notify,0.33
3362,calculate,concentrate,3.65
3363,operate,entertain,1.33
3364,unite,guess,0.17
3365,update,pick,1.83
3366,travel,perform,0.33
3367,catch,frustrate,0.83
3368,assault,enrage,1.33
3369,deposit,prosecute,0.83
3370,decide,remove,1.33
3371,irritate,guess,0.5
3372,integrate,wiggle,0.5
3373,happen,hide,1.16
3374,overcome,keep,1.49
3375,evacuate,determine,0.83
3376,attract,bite,0.5
3377,forbid,pull,1.83
3378,magnify,drip,0.33
3379,comprehend,testify,1.06
3380,return,ridicule,0.5
3381,overflow,kiss,0.33
3382,bite,ask,0.17
3383,observe,vanish,0.5
3384,review,agree,1.66
3385,mix,learn,0.66
3386,drink,realize,1.66
3387,criticize,slice,1.66
3388,hug,dismay,0.33
3389,discover,count,1.16
3390,have,own,7.55
3391,own,possess,8.8
3392,have,possess,8.63
3393,possess,decorate,0.66
3394,register,verify,3.15
3395,verify,certify,8.3
3396,imitate,impersonate,8.47
3397,capture,imitate,0.83
3398,invite,encourage,4.15
3399,encourage,boost,7.14
3400,promote,advance,6.97
3401,invite,travel,1
3402,misspend,pass,1.16
3403,pass,serve,3.49
3404,pass,misspend,1.33
3405,serve,sing,1.33
3406,apply,use,6.64
3407,exploit,use,7.14
3408,apply,exploit,0.66
3409,return,apply,1.49
3410,avoid,invalidate,2.16
3411,nullify,avoid,1.83
3412,invalidate,nullify,7.3
3413,avoid,demolish,1.83
3414,engage,involve,8.3
3415,involve,include,8.13
3416,include,engage,6.14
3417,involve,speak,3.32
3418,spawn,pup,2.99
3419,spawn,litter,2.99
3420,pup,litter,3.65
3421,spawn,exploit,0.33
3422,overcome,exceed,4.65
3423,overcome,surpass,7.47
3424,surpass,outnumber,6.31
3425,exceed,whisper,0.5
3426,count,matter,4.15
3427,count,drive,1.33
3428,assume,adopt,4.32
3429,adopt,wash,1.83
3430,gamble,bet,9.13
3431,gamble,risk,8.3
3432,bet,risk,7.64
3433,bet,hug,0.83
3434,yield,submit,6.64
3435,submit,bow,4.48
3436,yield,capitulate,5.81
3437,bow,erupt,1.16
3438,incline,dispose,1.49
3439,dispose,bias,0.5
3440,bias,incline,3.65
3441,dispose,build,0.17
3442,tackle,handle,3.82
3443,face,approach,5.64
3444,handle,approach,2.82
3445,approach,promise,1.16
3446,secure,insure,5.15
3447,insure,ensure,1.83
3448,ensure,secure,4.07
3449,secure,survive,2.32
3450,release,discharge,6.64
3451,release,acquit,5.98
3452,discharge,free,5.98
3453,discharge,roam,1.83
3454,retire,retreat,4.48
3455,retire,withdraw,6.81
3456,withdraw,retreat,7.39
3457,retire,fail,1.49
3458,deal,cope,7.47
3459,cope,manage,7.14
3460,deal,manage,6.14
3461,manage,slide,1.66
3462,care,worry,6.31
3463,care,mind,4.81
3464,mind,worry,4.15
3465,care,remain,1
3466,bargain,settle,4.38
3467,settle,concur,3.15
3468,bargain,concur,2.82
3469,settle,testify,2.16
3470,attempt,intend,3.32
3471,intend,try,4.07
3472,intend,remind,0.83
3473,commit,dedicate,7.97
3474,commit,devote,7.3
3475,devote,dedicate,7.97
3476,commit,explode,0
3477,reduce,restrict,6.97
3478,restrict,limit,9.13
3479,limit,reduce,6.14
3480,restrict,dance,1
3481,work,participate,5.64
3482,work,collaborate,4.98
3483,cooperate,collaborate,7.47
3484,work,disappear,0.33
3485,refrain,abstain,8.8
3486,abstain,forbear,5.48
3487,refrain,forbear,5.98
3488,abstain,fade,2.66
3489,allow,approve,5.81
3490,permit,approve,6.97
3491,approve,change,1
3492,control,enforce,5.64
3493,control,impose,4.65
3494,enforce,impose,6.64
3495,impose,cheat,1.16
3496,rebel,protest,7.64
3497,collaborate,conspire,4.23
3498,conspire,protest,1.83
3499,protest,release,1.16
